# BAND SETUP, Crate 66, Fadcs from 3 to 8 and 10
# CRATE - SLOT - CHANNEL - PEDESTAL - NSB - NSA - TET - WINDOW_OFF - WINDOW_SIZE
66	18	6	97.441	4	24	82	1000	500
66	18	7	136.079	4	24	82	1000	500
66	18	8	99.338	4	24	82	1000	500
66	18	9	130.823	4	24	82	1000	500
66	18	10	94.899	4	24	82	1000	500
66	18	11	94.098	4	24	82	1000	500
66	18	12	129.715	4	24	82	1000	500
66	18	13	104.704	4	24	82	1000	500
66	18	14	87.269	4	24	82	1000	500
66	18	15	109.835	4	24	82	1000	500
66	19	0	81.481	4	24	82	1000	500
66	19	1	95.598	4	24	82	1000	500
66	19	2	66.245	4	24	82	1000	500
66	19	3	49.852	4	24	82	1000	500
66	19	4	21.925	4	24	82	1000	500
66	19	5	82.907	4	24	82	1000	500
66	19	6	80.369	4	24	82	1000	500
66	19	7	85.166	4	24	82	1000	500
66	19	8	92.378	4	24	82	1000	500
66	19	9	90.755	4	24	82	1000	500
66	19	10	61.882	4	24	82	1000	500
66	19	11	73.949	4	24	82	1000	500
66	19	12	35.04	4	24	82	1000	500
66	19	13	79.798	4	24	82	1000	500
66	19	14	73.162	4	24	82	1000	500
66	19	15	63.118	4	24	82	1000	500
66	20	0	101.636	4	24	82	1000	500
66	20	1	104.614	4	24	82	1000	500
66	20	2	123.87	4	24	82	1000	500
66	20	3	110.804	4	24	82	1000	500
66	20	4	124.51	4	24	82	1000	500
66	20	5	129.021	4	24	82	1000	500
66	20	6	86.389	4	24	82	1000	500
66	20	7	91.796	4	24	82	1000	500
66	20	8	127.12	4	24	82	1000	500
66	20	9	127.671	4	24	82	1000	500
66	20	10	105.448	4	24	82	1000	500
66	20	11	113.81	4	24	82	1000	500
66	20	12	110.981	4	24	82	1000	500
66	20	13	109.893	4	24	82	1000	500
66	20	14	63.652	4	24	82	1000	500
66	20	15	103.541	4	24	82	1000	500
